lncORF ID,lncORF transcript,,,,Variant,,Trait type,-log10(GWAS P value)
OsLncORF02922,Chr4,18396835,18398623,-,Chr4,18397535,stem thickness,15.3546
OsLncORF02922,Chr4,18396835,18398623,-,Chr4,18397535,stem thickness,16.0555
OsLncORF02922,Chr4,18396835,18398623,-,Chr4,18397535,stem thickness,16.5751
OsLncORF02922,Chr4,18396835,18398623,-,Chr4,18398310,breaking strength of the basal internode,14.1752
OsLncORF02922,Chr4,18396835,18398623,-,Chr4,18398310,stem diameter,10.3768
OsLncORF02922,Chr4,18396835,18398623,-,Chr4,18398310,stem diameter,10.6778
OsLncORF02922,Chr4,18396835,18398623,-,Chr4,18398310,stem diameter,11.2373
OsLncORF02922,Chr4,18396835,18398623,-,Chr4,18398310,stem thickness,15.3546
OsLncORF02922,Chr4,18396835,18398623,-,Chr4,18398310,stem thickness,16.0555
OsLncORF02922,Chr4,18396835,18398623,-,Chr4,18398310,stem thickness,16.5751
OsLncORF02923,Chr4,18476537,18477980,+,Chr4,18477377,breaking strength of the basal internode,13.5513
OsLncORF02923,Chr4,18476537,18477980,+,Chr4,18477377,stem diameter,10.0726
OsLncORF02923,Chr4,18476537,18477980,+,Chr4,18477377,stem diameter,10.219
OsLncORF02923,Chr4,18476537,18477980,+,Chr4,18477377,stem diameter,10.7932
OsLncORF02923,Chr4,18476537,18477980,+,Chr4,18477377,stem thickness,14.5498
OsLncORF02923,Chr4,18476537,18477980,+,Chr4,18477377,stem thickness,15.585
OsLncORF02923,Chr4,18476537,18477980,+,Chr4,18477377,stem thickness,16.2248
OsLncORF02924,Chr4,18476537,18477980,+,Chr4,18477377,breaking strength of the basal internode,13.5513
OsLncORF02924,Chr4,18476537,18477980,+,Chr4,18477377,stem diameter,10.0726
OsLncORF02924,Chr4,18476537,18477980,+,Chr4,18477377,stem diameter,10.219
OsLncORF02924,Chr4,18476537,18477980,+,Chr4,18477377,stem diameter,10.7932
OsLncORF02924,Chr4,18476537,18477980,+,Chr4,18477377,stem thickness,14.5498
OsLncORF02924,Chr4,18476537,18477980,+,Chr4,18477377,stem thickness,15.585
OsLncORF02924,Chr4,18476537,18477980,+,Chr4,18477377,stem thickness,16.2248
OsLncORF02925,Chr4,18476537,18477980,+,Chr4,18477377,breaking strength of the basal internode,13.5513
OsLncORF02925,Chr4,18476537,18477980,+,Chr4,18477377,stem diameter,10.0726
OsLncORF02925,Chr4,18476537,18477980,+,Chr4,18477377,stem diameter,10.219
OsLncORF02925,Chr4,18476537,18477980,+,Chr4,18477377,stem diameter,10.7932
OsLncORF02925,Chr4,18476537,18477980,+,Chr4,18477377,stem thickness,14.5498
OsLncORF02925,Chr4,18476537,18477980,+,Chr4,18477377,stem thickness,15.585
OsLncORF02925,Chr4,18476537,18477980,+,Chr4,18477377,stem thickness,16.2248
OsLncORF02927,Chr4,18495932,18498096,+,Chr4,18496756,breaking strength of the basal internode,13.5513
OsLncORF02927,Chr4,18495932,18498096,+,Chr4,18496756,stem diameter,10.0726
OsLncORF02927,Chr4,18495932,18498096,+,Chr4,18496756,stem diameter,10.219
OsLncORF02927,Chr4,18495932,18498096,+,Chr4,18496756,stem diameter,10.7932
OsLncORF02927,Chr4,18495932,18498096,+,Chr4,18496756,stem thickness,14.5498
OsLncORF02927,Chr4,18495932,18498096,+,Chr4,18496756,stem thickness,15.585
OsLncORF02927,Chr4,18495932,18498096,+,Chr4,18496756,stem thickness,16.2248
OsLncORF02927,Chr4,18495932,18498096,+,Chr4,18497957,breaking strength of the basal internode,13.5513
OsLncORF02927,Chr4,18495932,18498096,+,Chr4,18497957,stem diameter,10.0726
OsLncORF02927,Chr4,18495932,18498096,+,Chr4,18497957,stem diameter,10.219
OsLncORF02927,Chr4,18495932,18498096,+,Chr4,18497957,stem diameter,10.7932
OsLncORF02927,Chr4,18495932,18498096,+,Chr4,18497957,stem thickness,14.5498
OsLncORF02927,Chr4,18495932,18498096,+,Chr4,18497957,stem thickness,15.585
OsLncORF02927,Chr4,18495932,18498096,+,Chr4,18497957,stem thickness,16.2248
OsLncORF02951,Chr4,19009045,19039108,-,Chr4,19013883,grain selenium concentrations,9.53165
OsLncORF02951,Chr4,19009045,19039108,-,Chr4,19013961,uppermost internode,4.42481
OsLncORF02964,Chr4,19981424,19983213,-,Chr4,19982947,resistant starch,4.0381
OsLncORF02967,Chr4,20125537,20128970,+,Chr4,20125886,secondary branch number,3.32057
OsLncORF02968,Chr4,20125537,20128970,+,Chr4,20125886,secondary branch number,3.32057
OsLncORF02969,Chr4,20125537,20128970,+,Chr4,20125886,secondary branch number,3.32057
OsLncORF02973,Chr4,20367527,20369054,-,Chr4,20368258,grain cd concentrations,3.8729
OsLncORF02974,Chr4,20386871,20389337,-,Chr4,20388645,milled rice yield,3.67778
OsLncORF02975,Chr4,20386871,20389337,-,Chr4,20388645,milled rice yield,3.67778
OsLncORF02989,Chr4,20809794,20815302,-,Chr4,20810256,primary internode length,3.04866
OsLncORF02989,Chr4,20809794,20815302,-,Chr4,20810256,secondary internode length,3.18376
OsLncORF02990,Chr4,20809794,20815302,-,Chr4,20810256,primary internode length,3.04866
OsLncORF02990,Chr4,20809794,20815302,-,Chr4,20810256,secondary internode length,3.18376
OsLncORF02991,Chr4,20816745,20821819,-,Chr4,20820845,primary internode length,3.11805
OsLncORF02991,Chr4,20816745,20821819,-,Chr4,20820845,primary internode length,4.00393
OsLncORF02991,Chr4,20816745,20821819,-,Chr4,20821054,primary internode length,3.11805
OsLncORF02991,Chr4,20816745,20821819,-,Chr4,20821054,primary internode length,4.00393
OsLncORF03005,Chr4,21061426,21069120,+,Chr4,21068908,days to heading,6.48149
OsLncORF03006,Chr4,21061426,21069120,+,Chr4,21068908,days to heading,6.48149
OsLncORF03007,Chr4,21061426,21069120,+,Chr4,21068908,days to heading,6.48149
OsLncORF03008,Chr4,21061426,21069120,+,Chr4,21068908,days to heading,6.48149
OsLncORF03010,Chr4,21103680,21106831,-,Chr4,21105479,stem diameter,5.27901
OsLncORF03011,Chr4,21103680,21106831,-,Chr4,21105479,stem diameter,5.27901
OsLncORF03019,Chr4,21189643,21201060,+,Chr4,21195486,ratio of electrolyte leakage,5.79048
OsLncORF03020,Chr4,21189643,21201060,+,Chr4,21195486,ratio of electrolyte leakage,5.79048
OsLncORF03024,Chr4,21268628,21269971,-,Chr4,21269004,stem diameter,4.51004
OsLncORF03024,Chr4,21268628,21269971,-,Chr4,21269004,stem diameter,5.01323
OsLncORF03024,Chr4,21268628,21269971,-,Chr4,21269467,stem diameter,4.51004
OsLncORF03024,Chr4,21268628,21269971,-,Chr4,21269467,stem diameter,5.01323
OsLncORF03026,Chr4,21395469,21399394,-,Chr4,21396028,stem diameter,5.36151
OsLncORF03026,Chr4,21395469,21399394,-,Chr4,21396028,stem diameter,5.45223
OsLncORF03026,Chr4,21395469,21399394,-,Chr4,21396028,stem diameter,5.73518
OsLncORF03026,Chr4,21395469,21399394,-,Chr4,21396028,stem diameter,5.79317
OsLncORF03026,Chr4,21395469,21399394,-,Chr4,21396028,stem diameter,6.28819
OsLncORF03027,Chr4,21395469,21399394,-,Chr4,21396028,stem diameter,5.36151
OsLncORF03027,Chr4,21395469,21399394,-,Chr4,21396028,stem diameter,5.45223
OsLncORF03027,Chr4,21395469,21399394,-,Chr4,21396028,stem diameter,5.73518
OsLncORF03027,Chr4,21395469,21399394,-,Chr4,21396028,stem diameter,5.79317
OsLncORF03027,Chr4,21395469,21399394,-,Chr4,21396028,stem diameter,6.28819
OsLncORF03033,Chr4,21534445,21536071,-,Chr4,21534673,score of alkalinity tolerance,7.41229
OsLncORF03033,Chr4,21534445,21536071,-,Chr4,21534969,breaking strength of the basal internode,4.20482
OsLncORF03033,Chr4,21534445,21536071,-,Chr4,21534969,stem diameter,4.07263
OsLncORF03033,Chr4,21534445,21536071,-,Chr4,21534969,stem diameter,4.36051
OsLncORF03033,Chr4,21534445,21536071,-,Chr4,21534969,stem diameter,4.4828
OsLncORF03033,Chr4,21534445,21536071,-,Chr4,21534969,stem diameter,4.90658
OsLncORF03033,Chr4,21534445,21536071,-,Chr4,21534969,stem diameter,4.97469
OsLncORF03033,Chr4,21534445,21536071,-,Chr4,21534969,stem diameter,5.21896
OsLncORF03033,Chr4,21534445,21536071,-,Chr4,21534969,stem thickness,8.22548
OsLncORF03033,Chr4,21534445,21536071,-,Chr4,21534969,stem thickness,8.95078
OsLncORF03036,Chr4,21658871,21661002,-,Chr4,21660342,plant height,3.08407
OsLncORF03037,Chr4,21658871,21661002,-,Chr4,21660342,plant height,3.08407
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788663,stem diameter,3.75449
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788663,stem diameter,3.9431
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788663,stem diameter,3.98297
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788663,stem diameter,5.01412
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788663,stem diameter,5.07417
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788672,stem diameter,3.66959
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788672,stem diameter,3.87943
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788672,stem diameter,3.96257
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788672,stem diameter,4.74958
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788672,stem diameter,4.78516
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788693,stem diameter,4.08092
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788693,stem diameter,4.26761
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788693,stem diameter,4.30016
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788693,stem diameter,5.24336
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788693,stem diameter,5.32975
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788703,stem diameter,4.21538
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788703,stem diameter,4.3019
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788703,stem diameter,4.34294
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788703,stem diameter,5.42946
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788703,stem diameter,5.48017
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788756,stem diameter,3.75449
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788756,stem diameter,3.9431
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788756,stem diameter,3.98297
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788756,stem diameter,4.83268
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788756,stem diameter,4.83565
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788771,stem diameter,3.63827
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788771,stem diameter,3.85078
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788771,stem diameter,3.8729
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788771,stem diameter,4.92082
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788771,stem diameter,4.95078
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788794,stem diameter,3.43533
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788797,stem diameter,3.30103
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788797,stem diameter,4.29243
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788949,stem diameter,3.75449
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788949,stem diameter,3.9431
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788949,stem diameter,3.98297
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788949,stem diameter,5.01412
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788949,stem diameter,5.07417
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788995,stem diameter,4.21538
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788995,stem diameter,4.3019
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788995,stem diameter,4.34294
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788995,stem diameter,5.42946
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21788995,stem diameter,5.48017
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789007,stem diameter,3.75449
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789007,stem diameter,3.9431
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789007,stem diameter,3.98297
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789007,stem diameter,5.01412
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789007,stem diameter,5.07417
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789263,stem diameter,3.85078
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789263,stem diameter,4.06651
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789263,stem diameter,4.12378
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789263,stem diameter,5.06248
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789263,stem diameter,5.09098
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789287,stem diameter,4.01682
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789287,stem diameter,4.24872
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789287,stem diameter,4.30715
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789287,stem diameter,5.28233
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789287,stem diameter,5.30892
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789452,stem diameter,3.75449
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789452,stem diameter,3.9431
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789452,stem diameter,3.98297
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789452,stem diameter,5.01412
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789452,stem diameter,5.07417
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789454,stem diameter,3.75449
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789454,stem diameter,3.9431
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789454,stem diameter,3.98297
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789454,stem diameter,5.01412
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789454,stem diameter,5.07417
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789522,stem diameter,3.75449
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789522,stem diameter,3.9431
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789522,stem diameter,3.98297
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789522,stem diameter,5.01412
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789522,stem diameter,5.07417
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789535,stem diameter,3.75449
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789535,stem diameter,3.9431
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789535,stem diameter,3.98297
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789535,stem diameter,5.01412
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789535,stem diameter,5.07417
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789543,stem diameter,3.75449
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789543,stem diameter,3.9431
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789543,stem diameter,3.98297
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789543,stem diameter,5.01412
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789543,stem diameter,5.07417
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789548,stem diameter,3.75449
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789548,stem diameter,3.9431
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789548,stem diameter,3.98297
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789548,stem diameter,5.01412
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789548,stem diameter,5.07417
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789617,stem diameter,3.75449
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789617,stem diameter,3.9431
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789617,stem diameter,3.98297
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789617,stem diameter,5.01412
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789617,stem diameter,5.07417
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789810,stem diameter,3.75449
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789810,stem diameter,3.9431
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789810,stem diameter,3.98297
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789810,stem diameter,5.01412
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789810,stem diameter,5.07417
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789822,stem diameter,3.75449
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789822,stem diameter,3.9431
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789822,stem diameter,3.98297
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789822,stem diameter,5.01412
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21789822,stem diameter,5.07417
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790192,stem diameter,3.66959
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790192,stem diameter,3.87943
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790192,stem diameter,3.96257
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790192,stem diameter,4.86328
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790192,stem diameter,5.00043
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790297,stem diameter,3.75449
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790297,stem diameter,3.9431
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790297,stem diameter,3.98297
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790297,stem diameter,5.01412
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790297,stem diameter,5.07417
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790339,stem diameter,3.75449
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790339,stem diameter,3.9431
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790339,stem diameter,3.98297
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790339,stem diameter,5.01412
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790339,stem diameter,5.07417
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790352,stem diameter,4.21538
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790352,stem diameter,4.3019
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790352,stem diameter,4.34294
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790352,stem diameter,5.42136
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790352,stem diameter,5.47756
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790368,stem diameter,4.21538
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790368,stem diameter,4.3019
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790368,stem diameter,4.34294
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790368,stem diameter,5.42136
OsLncORF03043,Chr4,21788634,21790506,+,Chr4,21790368,stem diameter,5.47756
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21843237,stem diameter,3.99568
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21843237,stem diameter,4.32883
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21843652,stem diameter,4.04383
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21844394,stem diameter,3.14997
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21844394,stem diameter,4.03292
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21844394,stem diameter,4.28316
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21844634,stem diameter,3.82974
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21844634,stem diameter,4.1107
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21844823,stem diameter,3.14997
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21844823,stem diameter,4.23062
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21844823,stem diameter,4.56225
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21847429,stem diameter,3.69897
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21847429,stem diameter,3.82681
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21847429,stem diameter,4.06854
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21847429,stem diameter,4.48812
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21847429,stem diameter,4.86328
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21847429,stem diameter,5.15366
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21847662,stem diameter,3.42366
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21847662,stem diameter,3.59346
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21847662,stem diameter,3.88606
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21847662,stem diameter,4.11351
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21847662,stem diameter,4.51856
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21847662,stem diameter,4.86967
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21848713,stem diameter,5.14327
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21848713,stem diameter,5.42366
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21848713,stem diameter,5.64207
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21848713,stem diameter,6.03574
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21848713,stem diameter,6.74958
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21848713,stem diameter,6.8962
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21848718,stem diameter,4.6517
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21848718,stem diameter,5.03105
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21848718,stem diameter,5.24565
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21848718,stem diameter,5.49214
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21848718,stem diameter,6.33819
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21848718,stem diameter,6.48017
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21848732,stem diameter,4.6517
OsLncORF03044,Chr4,21842972,21855358,-,Chr4,21848732,stem diameter,5.03105
